link,titulo,veredito,tags
https://www.aosfatos.org/noticias/video-2020-trump-proibir-voos-brasil-nao-atual/,Vídeo em que Trump diz cogitar proibir voos do Brasil é de 2020,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/trump-nao-convidou-lula-para-posse/,Trump não convidou Lula para sua posse,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-video-nikolas-ferreira-pix-times-square-ny/,É falso que vídeo de Nikolas Ferreira sobre o Pix foi exibido na Times Square,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/casa-resistiu-a-incendio-nao-los-angeles-pastor/,Casa que resistiu a incêndio não fica em Los Angeles e não pertence a pastor,falso,"['exploração de tragédia', 'checagem']"
https://www.aosfatos.org/noticias/falso-banco-central-acabou-com-parcelamento-sem-juros-cartao-de-credito/,É falso que Banco Central acabou com parcelamento sem juros no cartão de crédito,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/anuncios-meta-taxa-voa-brasil-golpes/,Anúncios na Meta que cobram taxa para o Voa Brasil promovem golpes,falso,"['fraudes digitais', 'checagem']"
https://www.aosfatos.org/noticias/falso-lula-suspendeu-pensao-criancas-zika/,É falso que Lula suspendeu pensão para crianças vítimas da Zika,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/lula-stj-nao-aprovaram-medida-que-permite-penhora-de-qualquer-salario/,Lula e STJ não aprovaram medida que permite penhora de qualquer salário para pagar dívidas,não é bem assim,"['políticas públicas', 'checagem']"
https://www.aosfatos.org/noticias/falso-bancos-limitar-saques-dinheiro/,Não é verdade que bancos irão limitar saques em dinheiro,falso,"['políticas públicas', 'checagem']"
https://www.aosfatos.org/noticias/falso-governo-lula-taxa-ambiental-carros-mais-de-20-anos/,É falso que governo Lula cobrará taxa ambiental sobre carros com mais de 20 anos,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/perfil-falso-deise-moura-bolsonaro/,Posts difundem perfil falso de Deise Moura para associá-la a Bolsonaro,falso,"['exploração de tragédia', 'checagem']"
https://www.aosfatos.org/noticias/videos-inteligencia-artificial-incendios-los-angeles/,Vídeos gerados por IA de incêndios em Los Angeles viralizam como se fossem reais,falso,"['inteligência artificial', 'checagem']"
https://www.aosfatos.org/noticias/video-inteligencia-artificial-letreiro-hollywood-em-chamas/,Vídeo do letreiro de Hollywood em chamas foi gerado por IA,falso,"['exploração de tragédia', 'checagem']"
https://www.aosfatos.org/noticias/falso-haddad-disse-plano-governo-lula-taxar-tudo/,É falso que Haddad disse que plano do governo Lula é ‘taxar tudo’,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/montagem-video-lula-ladrao-ato-8-de-janeiro/,É montagem vídeo em que público chama Lula de ‘ladrão’ durante ato do 8 de Janeiro,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/nao-ha-indicios-morte-jovem-sp-hmpv/,Não há indícios de que morte de jovem em SP tenha relação com HMPV,falso,"['pseudociência', 'checagem']"
https://www.aosfatos.org/noticias/lula-nao-sancionou-lei-que-congela-salario-minimo-ate-2030/,Lula não sancionou lei que congela salário mínimo em R$ 1.518 até 2030,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-pix-acima-de-5000-sera-taxado/,É falso que Pix acima de R$ 5.000 será taxado pela Receita Federal,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-nao-mostra-aviao-desinfetado-por-hmpv/,Vídeo não mostra avião sendo desinfetado por causa do HMPV,falso,"['pseudociência', 'checagem']"
https://www.aosfatos.org/noticias/video-antigo-venezuelanos-panama-nao-venezuela/,"Vídeo de venezuelanos nas ruas é antigo e foi gravado no Panamá, não na Venezuela",não é bem assim,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-ainda-estou-aqui-lei-rouanet/,‘Ainda Estou Aqui’ não recebeu dinheiro da Lei Rouanet,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/brasil-nao-foi-ameacado-mossad-por-investigar-militar-de-israel/,Brasil não foi ameaçado pelo Mossad por investigar militar de Israel,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/falso-galipolo-denunciou-pf-crimes-banco-central/,É falso que Galípolo denunciou à PF crimes contra o Banco Central,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-brics-moeda-propria-45-dolares/,Brics não criaram moeda própria cotada em US$ 45,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/ponte-rio-cupari-nao-foi-construida-por-bolsonaro/,"Ponte sobre o rio Cupari, no Pará, não foi construída por Bolsonaro",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-decreto-lula-policiais-so-podem-atirar-se-forem-baleados/,"É falso que, após decreto de Lula, policiais só podem atirar se forem baleados",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-policia-federal-descobriu-fraude-mega-da-virada/,É falso que Polícia Federal descobriu fraude na Mega da Virada,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-bandeira-orgulho-lgbtqia-proibida-mundial-de-clubes-fifa/,Bandeiras do orgulho LGBTQIA+ não serão proibidas no Mundial de Clubes 2025 da Fifa,falso,"['discurso de ódio', 'checagem']"
https://www.aosfatos.org/noticias/video-dragao-drones-china-manipulado-inteligencia-artificial/,Vídeo de dragão formado por drones na China tem indícios de uso de IA,falso,"['inteligência artificial', 'checagem']"
https://www.aosfatos.org/noticias/falso-ano-novo-nagasaki-maior-explosao-fogo-de-artificio/,Ano Novo de Nagasaki não registrou maior explosão de fogos de artifício do mundo,falso,"['pseudociência', 'checagem']"
https://www.aosfatos.org/noticias/reportagem-lojas-fechadas-25-de-marco-nao-e-atual/,"Reportagem sobre lojas fechadas na 25 de Março é de 2020, não atual",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falsa-foto-lula-dez-dedos-morreu-foi-substituido/,É falsa foto que mostra Lula com dez dedos para insinuar que ele morreu e foi substituído,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-ambulancias-compradas-governo-lula-nao-abandonadas-boicote-bolsonaro/,"Vídeo mostra ambulâncias compradas pelo governo Lula, não abandonadas por boicote a Bolsonaro",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-decreto-lula-proibe-policiais-atirar-criminosos/,É falso que decreto de Lula proíbe policiais de atirar em criminosos,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/anuncios-meta-falso-bolao-mega-virada/,Centenas de anúncios na Meta promovem falso bolão da Mega da Virada,falso,"['fraudes digitais', 'checagem']"
https://www.aosfatos.org/noticias/falso-alexandre-de-moraes-cotacao-moedas-google/,É falso que Alexandre de Moraes tirou do ar ferramenta de cotação de moedas do Google,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/dolar-natal/,"Dólar não fechou a R$6,38 no Natal",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-governo-lula-cancelou-bpc/,É falso que governo Lula cancelou BPC,falso,"['políticas públicas', 'checagem']"
https://www.aosfatos.org/noticias/fotos-queda-aeronave-florida-nao-gramado/,"Fotos mostram queda de aeronave na Flórida, não em Gramado",falso,"['exploração de tragédia', 'checagem']"
https://www.aosfatos.org/noticias/declaracao-haddad-imposto-diesel-2023-nao-recente/,"Declaração de Haddad sobre volta do imposto do diesel é de 2023, não recente",falso,"['políticas públicas', 'checagem']"
https://www.aosfatos.org/noticias/acao-natal-coca-cola-trafico-infantil/,"Vídeo mostra ação de Natal da Coca-Cola, não operação policial contra tráfico infantil",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/lula-2024-desinformou-fome-educacao/,"No segundo ano de governo, Lula desinformou mais sobre fome e educação",indisponível,"['discurso oficial', 'checagem']"
https://www.aosfatos.org/noticias/comparacao-enganosa-prisao-braga-netto-saidinha-de-natal/,Posts enganam ao comparar prisão de Braga Netto com ‘saidinha’ de Natal,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-editado-nova-jersey-tiros-contra-drones/,Vídeo é editado para fazer crer que moradores de Nova Jersey atiraram contra drones,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/idosa-presa-injuria-racial-nao-por-levar-coroa-funebre-lula/,"Pensionista militar foi presa por injúria racial, não por levar coroa fúnebre para Lula",não é bem assim,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-nao-mostra-ex-ministro-sirio-enforcado/,Vídeo não mostra ex-ministro da Defesa sírio sendo enforcado em praça pública,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/falso-post-nikolas-ferreira-oposicao-dolar/,Nikolas Ferreira não disse que oposição fará dólar chegar a R$ 7,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-desembargador-petista-assassinado-pessoa-de-ma-qualidade/,Desembargador não disse que petista assassinado em 2022 era ‘pessoa de má qualidade’,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/gabriel-galipolo-nao-disse-alta-do-dolar-artificial/,Gabriel Galípolo não disse que alta do dólar é ‘artificial’ e que cotação chegará a R$ 5 em 2025,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-ibge-escondeu-desempregados-que-recebem-bolsa-familia/,É falso que IBGE escondeu desempregados que recebem Bolsa Família,falso,"['políticas públicas', 'checagem']"
https://www.aosfatos.org/noticias/video-recente-lula-hospital-nao-2023/,"Vídeo de Lula caminhando em hospital é recente, não de 2023",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-novas-eleicoes-se-lula-morrer-2024/,É falso que haverá novas eleições se Lula morrer em 2024,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/posts-enganam-servidores-correios-nao-receberam-13-salario/,Posts enganam ao alegar que servidores dos Correios não receberam 13º salário,não é bem assim,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-outras-autoridades-assinaram-atos-oficiais-lula-internacao/,É falso que outras autoridades assinaram atos oficiais em nome de Lula durante internação,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/projecao-lula-nova-york-2022-nao-apos-cirurgia/,Projeção em apoio a Lula em Nova York é de 2022 e não foi feita após cirurgia,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/desemprego-nao-e-criterio-bolsa-familia/,Desemprego não é critério para recebimento do Bolsa Família,não é bem assim,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-alckmin-virou-prefeito-morte-antecessor/,É mentira que Alckmin virou prefeito após morte de antecessor,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-janja-assumira-presidencia-alckmin-lula/,Janja não assumirá Presidência no lugar de Alckmin caso Lula precise se afastar,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-gastos-janja-63-milhoes-dois-anos/,É falso que gastos de Janja somam R$ 63 milhões em dois anos,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/imagem-inteligencia-artificial-bolsonaro-lula-hospital/,Imagem de Bolsonaro visitando Lula no hospital foi gerada por IA,falso,"['inteligência artificial', 'checagem']"
https://www.aosfatos.org/noticias/falso-trump-passaporte-diplomatico-bolsonaro/,Trump não concedeu passaporte diplomático a Bolsonaro,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-congresso-aprovou-lei-proibe-casamento-homoafetivo/,É falso que Congresso aprovou lei que proíbe casamento homoafetivo no Brasil,falso,"['discurso de ódio', 'checagem']"
https://www.aosfatos.org/noticias/lula-hemorragia-intracraniana-nao-derrame-cerebral/,"Lula teve uma hemorragia intracraniana, não um ‘derrame cerebral’",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-dublagem-falsa-jay-z-acusacao-de-abuso-sexual/,Vídeo usa dublagem falsa para inventar fala de Jay-Z sobre acusação de abuso sexual,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/imagem-inteligencia-artificial-lula-cabeca-enfaixada/,Imagem de Lula com cabeça enfaixada foi gerada por inteligência artificial,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-antigo-lula-dor-sem-relacao-cirurgia-cabeca/,Vídeo em que Lula fala de dor é antigo e não trata de cirurgia na cabeça,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/luigi-mangione-nao-postou-video-no-youtube/,"Suspeito de assassinar CEO, Luigi Mangione não postou vídeo no YouTube após ser preso",falso,"['discurso de ódio', 'checagem']"
https://www.aosfatos.org/noticias/falso-brasil-vendeu-uranio-china-trump-interviu/,"Nem Brasil vendeu urânio à China, nem Trump ameaçou impedir operação",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-briga-voo-gol-acao-marketing-magazine-luiza/,Briga por assento em voo da Gol não foi ação de marketing da Magazine Luiza,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-lula-morreu-apos-hemorragia-cerebral/,É falso que Lula morreu após hemorragia cerebral,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-ex-diretor-anvisa-critica-governo-lula-desintrusao-terra-indigena/,Não é ex-diretor da Anvisa homem que critica governo Lula por desintrusão de terra indígena no Pará,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-aviao-teori-zavascki-caiu-piloto-morto-a-tiros/,É mentira que avião de Teori Zavascki caiu porque piloto foi morto a tiros,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/felipe-neto-nao-fez-post-precos-governos-bolsonaro-lula/,Felipe Neto não fez post para comparar preços nos governos Bolsonaro e Lula,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-aviao-ditador-siria-caiu-desapareceu/,É falso que avião de ditador da Síria deposto caiu e desapareceu,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/video-discurso-tebet-2016-governo-dilma-nao-recente/,Vídeo de 2016 em que Tebet critica governo Dilma circula como se fosse recente,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/post-engana-ao-comparar-precos-de-combustiveis-taxas-e-cotacao-do-dolar-nos-governos-bolsonaro-e-lula/,"Post engana ao comparar preços de combustíveis, taxas e cotação do dólar nos governos Bolsonaro e Lula",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-traficante-nao-sera-punido-ao-portar-armas/,Posts distorcem decisão do STJ para fazer crer que traficante não será punido ao portar armas,falso,"['políticas públicas', 'checagem']"
https://www.aosfatos.org/noticias/satira-briga-voo-gol-circula-como-verdade/,Sátira sobre briga por assento em voo da Gol circula como se fosse verdade,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/golpe-encomenda-retida-pelos-correios/,Aviso de ‘encomenda retida pelos Correios’ é golpe,falso,"['fraudes digitais', 'checagem']"
https://www.aosfatos.org/noticias/video-unhas-de-frango-eua-nao-brasil/,"Vídeo mostra unhas de frango sendo vendidas nos EUA, não no Brasil",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-lewandowski-anunciou-fim-da-imunidade-parlamentar/,É falso que Lewandowski anunciou fim da imunidade parlamentar,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/comissao-senado-aprova-regulacao-ia/,Comissão do Senado aprova texto para regular IA e atenua fiscalização de redes,indisponível,"['tecnopolítica', 'checagem']"
https://www.aosfatos.org/noticias/golpe-mercado-livre-desconto-celulares-geladeiras/,Mercado Livre não está oferecendo 95% de desconto em celulares e geladeiras,falso,"['fraudes digitais', 'checagem']"
https://www.aosfatos.org/noticias/falso-governo-cortou-carro-pipa-e-janja-ironizou/,É falso que governo cortou Operação Carro-Pipa e Janja ironizou em post,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-ciclone-bomba-praias-rio-de-janeiro/,É falso que ciclone-bomba atingiu praias do Rio de Janeiro,falso,"['negacionismo climático', 'checagem']"
https://www.aosfatos.org/noticias/video-piada-haddad-economia/,Vídeo tira de contexto piada de Haddad sobre falta de conhecimento em economia,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/cena-filme-helicoptero-abatido/,Cena de filme circula como se mostrasse helicóptero abatido por traficantes,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-manipulado-senador-cleitinho-golpe-financeiro/,Criminosos usam IA para adulterar vídeo do senador Cleitinho e aplicar golpe,falso,"['fraudes digitais', 'checagem']"
https://www.aosfatos.org/noticias/falso-carrefour-suspendeu-boicote-ceo-musk-bolsonaro/,É falso que Carrefour suspendeu boicote ao Brasil após CEO falar com Musk e Bolsonaro,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/governo-limitar-nao-extinguir-isencao-ir-doenca-grave/,"Governo quer limitar, não extinguir, isenção de IR por doença grave",não é bem assim,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-jornalistas-globo-nome-bolsonaro-relatorio-pf/,É falso que jornalistas da Globo não encontraram nome de Bolsonaro em relatório da PF,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/lula-nao-vendeu-reserva-de-uranio-para-a-china/,Lula não vendeu maior reserva de urânio do Brasil para a China,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-capa-charlie-hebdo-bolsonaro-hitler/,É falso que revista ‘Charlie Hebdo’ comparou Bolsonaro a Hitler na capa,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/falso-vini-jr-ignorado-transmissao-nba/,Vini Jr. não foi ignorado pela transmissão da NBA,falso,"['discurso de ódio', 'checagem']"
https://www.aosfatos.org/noticias/video-reuniao-lula-famosos-nao-fernandinho-beira-mar/,"Vídeo mostra reunião de Lula com famosos, não com Fernandinho Beira-Mar",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-filha-fatima-bernardes-flagrada-beijando-tulio-gadelha/,É falso que filha de Fátima Bernardes foi flagrada beijando Túlio Gadêlha,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/mudanca-imposto-de-renda-haddad-nao-comeca-janeiro-de-2025/,Mudança no IR proposta por Haddad não começa a valer em janeiro de 2025,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-brasil-deu-exclusividade-china-compra-cafe/,É falso que Brasil deu exclusividade à China para a compra de café,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-elon-musk-comprou-o-mcdonalds/,É falso que Elon Musk comprou o McDonald’s,falso,"['inteligência artificial', 'checagem']"
https://www.aosfatos.org/noticias/dublagem-falsa-musk-resposta-janja/,Vídeo usa dublagem falsa de Musk como se fosse resposta a Janja,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/perse-beneficiou-apoiadores-lula-bolsonaro/,Posts omitem que isenção fiscal para eventos não beneficiou apenas apoiadores de Lula,não é bem assim,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/imagem-inteligencia-artificial-benjamin-netanyahu-hospitalizado/,Imagem que mostra Benjamin Netanyahu hospitalizado foi gerada por IA,falso,"['inteligência artificial', 'checagem']"
https://www.aosfatos.org/noticias/video-nao-prova-lula-morreu-substituido-sosia/,Vídeo não prova que Lula morreu e foi substituído por um sósia,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/doacao-eua-fundo-amazonia-nao-banca-ongs/,Doação dos EUA ao Fundo Amazônia não ‘banca ONGs’ para estrangeiros lucrarem com floresta,falso,"['políticas públicas', 'checagem']"
https://www.aosfatos.org/noticias/lula-nao-pretende-reduzir-salario-minimo-2025/,Lula não pretende reduzir salário mínimo em R$ 15 em 2025,não é bem assim,['checagem']
https://www.aosfatos.org/noticias/golpe-financeiro-falso-desconto-havan/,Golpe financeiro inventa falso ‘desconto de 100%’ na Havan,falso,"['fraudes digitais', 'checagem']"
https://www.aosfatos.org/noticias/miriam-leitao-nao-foi-presa-por-assalto-nem-anistiada/,Miriam Leitão não foi presa por assalto a banco nem anistiada,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-falso-bolsonaro-arrependido-manipulado-inteligencia-artificial/,Vídeo em que Bolsonaro diz estar arrependido foi manipulado por IA,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/audios-fantastico-nao-provam-inocencia-bolsonaro/,Áudios do Fantástico não provam inocência de Bolsonaro em tentativa de golpe,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/video-jornalista-msnbc-chorando-ao-vivo-antigo-sem-relacao-musk/,Vídeo de jornalista americana chorando ao vivo é antigo e não tem relação com Musk,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-ministro-lula-abracar-capeta-substituir-biblia-constituicao/,É falso que ministro de Lula propôs ‘abraçar o capeta’ e substituir a Bíblia pela Constituição,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-cnh-nova-categoria-carro-cambio-automatico/,É falso que carteira de motorista terá nova categoria para carro com câmbio automático,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-lula-criou-imposto-tutores-caes/,Não é verdade que Lula criou imposto para tutores de cães,falso,"['políticas públicas', 'checagem']"
https://www.aosfatos.org/noticias/eliane-cantanhede-bolsonaro-preso-popular/,Eliane Cantanhêde não afirmou que Bolsonaro deve ser preso por ser popular,não é bem assim,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/falso-wajngarten-bolsonaro-plano-matar-lula/,Wajngarten não disse que Bolsonaro participou de plano para matar Lula,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/falso-fernanda-torres-minimizou-mortes-covid/,É falso que Fernanda Torres minimizou mortes por Covid-19 em artigo publicado em 2020,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/putin-bolsonaro-condenado-morte-golpe/,Putin não disse que Bolsonaro deveria ser condenado à morte por suposta tentativa de golpe,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-treinamento-pm-bahia-nao-ataque-terrorista-banco/,"Vídeo mostra treinamento da PM na Bahia, não ataque terrorista contra banco",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-musk-comprou-boeing/,É falso que Musk comprou a fabricante de aeronaves Boeing,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-milei-apertar-mao-lula-g20/,É falso que Milei se recusou a apertar mão de Lula no G20,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/projeto-jornada-quatro-dias-trabalho-nao-esta-em-vigor/,Projeto que prevê jornada de quatro dias de trabalho não está em vigor,falso,"['políticas públicas', 'checagem']"
https://www.aosfatos.org/noticias/entrevista-ficticia-lula-defendeu-janja-ofensas-musk/,Posts compartilham entrevista fictícia para alegar que Lula defendeu Janja por ofensas contra Musk,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-macron-blusa-janja-g20/,Vídeo não mostra Macron abotoando blusa de Janja no G20,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/trump-nao-disse-que-apos-tomar-posse-prendera-alexandre-de-moraes/,"Trump não disse que, após tomar posse, prenderá Alexandre de Moraes",falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/site-ingressos-falsos-show-oasis/,Site enganoso vende ingressos falsos para show do Oasis no Brasil,falso,"['fraudes digitais', 'checagem']"
https://www.aosfatos.org/noticias/falso-policial-matou-autor-ataque-stf/,Não é verdade que policial matou a tiros autor de ataque ao STF,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/gravacao-dublagem-falsa-musk-janja/,Gravação usa dublagem falsa para alegar que Musk enviou recado a Janja após ofensas,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-nao-mostra-autor-ataque-stf-intervencao-militar/,Vídeo não mostra autor de ataque ao STF pedindo intervenção militar,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/imigrantes-sem-teto-maracana-g20/,É falso que Prefeitura do Rio escondeu imigrantes e sem-teto no Maracanã durante G20,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-homem-bolsonaro-video-autor-ataque-stf/,"Homem que aparece com Bolsonaro em vídeo é dono de lanchonete, não autor de ataque ao STF",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-lula-ofendeu-pobres/,Falas de Lula são manipuladas para insinuar que presidente ofendeu pobres,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/autor-atentado-stf-nao-morreu-bomba-ricocheteou/,Autor de atentado ao STF não morreu atingido por bomba que ricocheteou,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/falso-trump-libertacao-condenados-8-de-janeiro/,É falso que Trump pediu a libertação de condenados pelo 8 de Janeiro,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/posts-noticia-antiga-governo-lula-desviar-bolsa-familia/,Posts distorcem notícia antiga para acusar governo Lula de desviar recursos do Bolsa Família,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/cache-artistas-janjapalooza/,"Cachê de artistas que se apresentarão no ‘Janjapalooza’ será de R$ 30 mil, não R$ 900 mil",não é bem assim,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-letrux-queimou-biblia-evento-mst/,É falso que Letrux queimou Bíblia em evento do MST,falso,"['discurso de ódio', 'checagem']"
https://www.aosfatos.org/noticias/declaracao-antiga-trump-venezuela-circula-como-atual/,Declaração antiga de Trump sobre operação militar na Venezuela circula como se fosse atual,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/antigo-video-maduro-papa-invasao-venezuela-trump/,É antigo o vídeo em que Maduro pede ajuda ao Papa para impedir invasão da Venezuela por Trump,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-trump-anunciou-nao-convidara-lula-posse/,É falso que Trump anunciou que não convidará Lula para a posse,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/trump-bonner-globo-casa-branca/,Trump não barrou entrada de Bonner e da equipe da TV Globo na Casa Branca,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/discurso-oms-ditadura-sanitaria-vitoria-trump/,Discurso de diretor da OMS negando ‘ditadura sanitária’ é anterior à vitória de Trump,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-blindados-nao-mostra-tropas-brasil-rumo-a-venezuela/,Vídeo com fila de blindados não mostra tropas do Brasil rumo à Venezuela,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-trump-elogiou-lula/,É falso que Trump elogiou Lula em discurso de vitória,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-elon-musk-comprou-cnn/,É falso que Elon Musk comprou a CNN,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-fogos-casa-rosada-nao-tem-relacao-com-trump/,Vídeo de fogos na Casa Rosada é antigo e não tem relação com Trump,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/nao-ha-registro-planos-musk-fabricas-escolas-brasil/,Não há registro de que Musk planeje construir fábricas e escolas no Brasil,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-nao-prova-kamala-fingiu-ligacao-com-eleitor/,Vídeo não prova que Kamala fingiu ligação com eleitor durante comício,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-trump-liberacao-refens-hamas-julho-nao-pos-eleicao/,"Vídeo de Trump pedindo liberação de reféns do Hamas é de julho, não pós-eleição",falso,"['autoritarismo', 'checagem']"
